timeindex;AT-electricity-reservoir-profile;BE-electricity-reservoir-profile;CH-electricity-reservoir-profile;CZ-electricity-reservoir-profile;DE-electricity-reservoir-profile;FR-electricity-reservoir-profile;NO-electricity-reservoir-profile;PL-electricity-reservoir-profile;SE-electricity-reservoir-profile
2030-01-02T06:00:00Z;544.0853673329711;64.25634235167502;2843.574241470111;159.89595652595068;321.68406439777;4733.351907596646;13572.462137807355;26.819866754435342;3501.5716349883896
2030-01-02T07:00:00Z;544.1149877317505;64.48781727782273;2848.4627295676078;160.32684222223187;322.6825588072949;4741.5378207267195;13560.210989776842;26.844281669283784;3500.5237827883166
2030-01-02T08:00:00Z;544.1455082200207;64.72277029283498;2853.4399776704713;160.7611400332979;323.6925923273487;4749.821379363326;13548.070129949167;26.86895867561086;3499.5362582704925
2030-01-02T09:00:00Z;544.1770603229677;64.96087019973257;2858.500640342345;161.19873241044243;324.71381177195843;4758.193952670801;13536.027308763078;26.893894014890666;3498.6071631850778
2030-01-02T10:00:00Z;544.2097755657768;65.20178580153625;2863.6393721468726;161.6395018049592;325.74586395515115;4766.64690981348;13524.070276657327;26.91908392859734;3497.734599282235
2030-01-02T11:00:00Z;544.2437854736338;65.4451859012668;2868.8508276476964;162.08333066814168;326.7883956909536;4775.171619955695;13512.186784070656;26.94452465820499;3496.9166683121307
2030-01-02T12:00:00Z;544.2792215717251;65.690739301945;2874.129661408461;162.53010145128366;327.84105379339286;4783.759452261784;13500.364581441823;26.970212445187745;3496.151472024925
2030-01-02T13:00:00Z;544.3162153852358;65.9381148065916;2879.4705279928094;162.97969660567873;328.9034850764958;4792.401775896077;13488.591419209572;26.996143531019726;3495.437112170784
2030-01-02T14:00:00Z;544.3548984393517;66.18698121822743;2884.8680819643846;163.4319985826206;329.97533635428937;4801.089960022912;13476.855047812654;27.02231415717505;3494.771690499869
2030-01-02T15:00:00Z;544.3954022592587;66.4370073398732;2890.316977886831;163.88688983340276;331.0562544408006;4809.81537380662;13465.143217689814;27.048720565127837;3494.153308762343
2030-01-02T16:00:00Z;544.4378583701425;66.68786197454972;2895.8118703237906;164.34425280931902;332.1458861500564;4818.569386411539;13453.443679279804;27.075358996352218;3493.580068708371
2030-01-02T17:00:00Z;544.4823982971891;66.93921392527776;2901.3474138389083;164.80396996166297;333.24387829608384;4827.343367002002;13441.744183021377;27.102225692322303;3493.050072088116
2030-01-02T18:00:00Z;544.529153565584;67.19073199507811;2906.9182629958264;165.26592374172827;334.3498776929096;4836.128684742342;13430.032479353278;27.12931689451222;3492.5614206517407
2030-01-02T19:00:00Z;544.5782557005131;67.4420849869715;2912.519072358189;165.7299966008085;335.46353115456077;4844.916708796894;13418.296318714252;27.156628844396074;3492.1122161494072
2030-01-02T20:00:00Z;544.6298362271618;67.69294170397875;2918.1444964896396;166.1960709901974;336.5844854950643;4853.698808329994;13406.523451543062;27.184157783448004;3491.7005603312814
2030-01-02T21:00:00Z;544.6840266707163;67.94297094912062;2923.7891899538204;166.66402936118862;337.71238752844727;4862.466352505977;13394.701628278448;27.211899953142133;3491.324554947526
2030-01-02T22:00:00Z;544.7409585563622;68.19184152541787;2929.4478073143755;167.13375416507574;338.8468840687364;4871.210710489173;13382.818599359154;27.23985159495256;3490.9823017483027
2030-01-02T23:00:00Z;544.8007634092852;68.43922223589131;2935.1150031349507;167.60512785315245;339.9876219299589;4879.923251443921;13370.862115223941;27.268008950353433;3490.671902483777
2030-01-03T00:00:00Z;544.863572754671;68.68478188356166;2940.785431979185;168.07803287671234;341.1342479261414;4888.595344534552;13358.819926311548;27.29636826081884;3490.39145890411
